match_id,team1,team2,winner,venue,date,gender,match_type,overs
1425640,Scotland,Uganda,Scotland,"Tolerance Oval, Abu Dhabi",2024-04-25,female,T20,20
1425641,Zimbabwe,Vanuatu,Vanuatu,"Zayed Cricket Stadium, Abu Dhabi",2024-04-25,female,T20,20
1425642,Netherlands,Vanuatu,Netherlands,"Tolerance Oval, Abu Dhabi",2024-04-27,female,T20,20
1425643,United States of America,Uganda,Uganda,"Zayed Cricket Stadium, Abu Dhabi",2024-04-27,female,T20,20
1425644,United Arab Emirates,Zimbabwe,Zimbabwe,"Tolerance Oval, Abu Dhabi",2024-04-27,female,T20,20
1425645,Scotland,Sri Lanka,Sri Lanka,"Zayed Cricket Stadium, Abu Dhabi",2024-04-27,female,T20,20
1425646,Scotland,United States of America,Scotland,"Tolerance Oval, Abu Dhabi",2024-04-29,female,T20,20
1425647,Ireland,Zimbabwe,Ireland,"Zayed Cricket Stadium, Abu Dhabi",2024-04-29,female,T20,20
1425648,Uganda,Thailand,Thailand,"Tolerance Oval, Abu Dhabi",2024-04-29,female,T20,20
1425649,Netherlands,United Arab Emirates,United Arab Emirates,"Zayed Cricket Stadium, Abu Dhabi",2024-04-29,female,T20,20
1425650,Netherlands,Zimbabwe,Netherlands,"Tolerance Oval, Abu Dhabi",2024-05-01,female,T20,20
1425651,Sri Lanka,Uganda,Sri Lanka,"Zayed Cricket Stadium, Abu Dhabi",2024-05-01,female,T20,20
1425652,Vanuatu,Ireland,Ireland,"Tolerance Oval, Abu Dhabi",2024-05-01,female,T20,20
1425653,United States of America,Thailand,Thailand,"Zayed Cricket Stadium, Abu Dhabi",2024-05-01,female,T20,20
1425654,Thailand,Scotland,Scotland,"Tolerance Oval, Abu Dhabi",2024-05-03,female,T20,20
1425655,United Arab Emirates,Vanuatu,United Arab Emirates,"Zayed Cricket Stadium, Abu Dhabi",2024-05-03,female,T20,20
1425656,Sri Lanka,United States of America,Sri Lanka,"Tolerance Oval, Abu Dhabi",2024-05-03,female,T20,20
1425657,Ireland,Netherlands,Ireland,"Zayed Cricket Stadium, Abu Dhabi",2024-05-03,female,T20,20
1425658,Ireland,Scotland,Scotland,"Zayed Cricket Stadium, Abu Dhabi",2024-05-05,female,T20,20
1425659,Sri Lanka,United Arab Emirates,Sri Lanka,"Zayed Cricket Stadium, Abu Dhabi",2024-05-05,female,T20,20
1425660,Sri Lanka,Scotland,Sri Lanka,"Zayed Cricket Stadium, Abu Dhabi",2024-05-07,female,T20,20
1426048,Papua New Guinea,Zimbabwe,Zimbabwe,Harare Sports Club,2024-03-30,female,T20,20
1426049,Zimbabwe,Papua New Guinea,,Harare Sports Club,2024-03-31,female,T20,20
1426050,Zimbabwe,Papua New Guinea,Zimbabwe,Harare Sports Club,2024-04-02,female,T20,20
1426084,West Indies,Pakistan,West Indies,"National Stadium, Karachi",2024-04-26,female,T20,20
1426085,Pakistan,West Indies,West Indies,"National Stadium, Karachi",2024-04-28,female,T20,20
1426086,West Indies,Pakistan,West Indies,"National Stadium, Karachi",2024-04-30,female,T20,20
1426087,West Indies,Pakistan,Pakistan,"National Stadium, Karachi",2024-05-02,female,T20,20
1426088,Pakistan,West Indies,West Indies,"National Stadium, Karachi",2024-05-03,female,T20,20
1426450,Oman,Namibia,Namibia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2024-04-01,male,T20,20
1426451,Oman,Namibia,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2024-04-02,male,T20,20
1426452,Namibia,Oman,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2024-04-04,male,T20,20
1426453,Namibia,Oman,Namibia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2024-04-05,male,T20,20
1426454,Namibia,Oman,Namibia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2024-04-07,male,T20,20
1426455,Oman,Bahrain,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2024-04-12,male,T20,20
1426456,Kuwait,United Arab Emirates,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2024-04-12,male,T20,20
1426457,Malaysia,Nepal,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2024-04-12,male,T20,20
1426458,Hong Kong,Qatar,Hong Kong,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2024-04-12,male,T20,20
1426459,Cambodia,Kuwait,Kuwait,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2024-04-13,male,T20,20
1426460,United Arab Emirates,Bahrain,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2024-04-13,male,T20,20
1426461,Nepal,Qatar,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2024-04-13,male,T20,20
1426462,Malaysia,Saudi Arabia,Malaysia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2024-04-13,male,T20,20
1426463,Oman,Cambodia,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2024-04-14,male,T20,20
1426464,Saudi Arabia,Hong Kong,Saudi Arabia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2024-04-14,male,T20,20
1426465,Hong Kong,Nepal,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2024-04-15,male,T20,20
1426466,Malaysia,Qatar,Qatar,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2024-04-15,male,T20,20
1426467,United Arab Emirates,Oman,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2024-04-15,male,T20,20
1426468,Kuwait,Bahrain,Kuwait,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2024-04-15,male,T20,20
1426469,Qatar,Saudi Arabia,Qatar,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2024-04-16,male,T20,20
1426470,Cambodia,Bahrain,Bahrain,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2024-04-16,male,T20,20
1426471,Malaysia,Hong Kong,Hong Kong,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2024-04-17,male,T20,20
1426472,Saudi Arabia,Nepal,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2024-04-17,male,T20,20
1426473,Cambodia,United Arab Emirates,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2024-04-17,male,T20,20
1426474,Oman,Kuwait,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2024-04-17,male,T20,20
1426475,Nepal,United Arab Emirates,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2024-04-19,male,T20,20
1426476,Hong Kong,Oman,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2024-04-19,male,T20,20
1426477,Nepal,Hong Kong,Hong Kong,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2024-04-20,male,T20,20
1426478,United Arab Emirates,Oman,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2024-04-21,male,T20,20
1426479,Jersey,Spain,Spain,La Manga Club Top Ground,2024-04-14,male,T20,20
1426480,Jersey,Spain,Spain,La Manga Club Top Ground,2024-04-14,male,T20,20
1426552,Australia,Pakistan,Australia,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2024-11-14,male,T20,20
1426553,Australia,Pakistan,Australia,Sydney Cricket Ground,2024-11-16,male,T20,20
1426554,Pakistan,Australia,Australia,"Bellerive Oval, Hobart",2024-11-18,male,T20,20
1426617,New Zealand,Australia,Australia,"Great Barrier Reef Arena, Mackay",2024-09-19,female,T20,20
1426618,Australia,New Zealand,Australia,"Great Barrier Reef Arena, Mackay",2024-09-22,female,T20,20
1426619,New Zealand,Australia,Australia,"Allan Border Field, Brisbane",2024-09-24,female,T20,20
1426626,Australia,England,Australia,Sydney Cricket Ground,2025-01-20,female,T20,20
1426627,Australia,England,Australia,"Manuka Oval, Canberra",2025-01-23,female,T20,20
1426628,Australia,England,Australia,Adelaide Oval,2025-01-25,female,T20,20
1426756,United Arab Emirates,Nepal,Nepal,Rangiri Dambulla International Stadium,2024-07-19,female,T20,20
1426757,Pakistan,India,India,Rangiri Dambulla International Stadium,2024-07-19,female,T20,20
1426758,Thailand,Malaysia,Thailand,Rangiri Dambulla International Stadium,2024-07-20,female,T20,20
1426759,Bangladesh,Sri Lanka,Sri Lanka,Rangiri Dambulla International Stadium,2024-07-20,female,T20,20
1426760,India,United Arab Emirates,India,Rangiri Dambulla International Stadium,2024-07-21,female,T20,20
1426761,Nepal,Pakistan,Pakistan,Rangiri Dambulla International Stadium,2024-07-21,female,T20,20
1426762,Sri Lanka,Malaysia,Sri Lanka,Rangiri Dambulla International Stadium,2024-07-22,female,T20,20
1426763,Thailand,Bangladesh,Bangladesh,Rangiri Dambulla International Stadium,2024-07-22,female,T20,20
1426764,United Arab Emirates,Pakistan,Pakistan,Rangiri Dambulla International Stadium,2024-07-23,female,T20,20
1426765,India,Nepal,India,Rangiri Dambulla International Stadium,2024-07-23,female,T20,20
1426766,Bangladesh,Malaysia,Bangladesh,Rangiri Dambulla International Stadium,2024-07-24,female,T20,20
1426767,Thailand,Sri Lanka,Sri Lanka,Rangiri Dambulla International Stadium,2024-07-24,female,T20,20
1426768,Bangladesh,India,India,Rangiri Dambulla International Stadium,2024-07-26,female,T20,20
1426769,Pakistan,Sri Lanka,Sri Lanka,Rangiri Dambulla International Stadium,2024-07-26,female,T20,20
1426770,India,Sri Lanka,Sri Lanka,Rangiri Dambulla International Stadium,2024-07-28,female,T20,20
1426830,Pakistan,Ireland,Ireland,"Castle Avenue, Dublin",2024-05-10,male,T20,20
1426831,Ireland,Pakistan,Pakistan,"Castle Avenue, Dublin",2024-05-12,male,T20,20
1426832,Ireland,Pakistan,Pakistan,"Castle Avenue, Dublin",2024-05-14,male,T20,20
1427420,Gibraltar,Estonia,Gibraltar,Europa Sports Complex,2024-04-20,female,T20,20
1427421,Gibraltar,Estonia,Gibraltar,Europa Sports Complex,2024-04-21,female,T20,20
1427422,Gibraltar,Estonia,Gibraltar,Europa Sports Complex,2024-04-21,female,T20,20
1428151,Netherlands,Scotland,Netherlands,"Sportpark Westvliet, The Hague",2024-05-18,male,T20,20
1428152,Ireland,Netherlands,Ireland,"Sportpark Westvliet, The Hague",2024-05-19,male,T20,20
1428154,Scotland,Netherlands,Scotland,"Sportpark Westvliet, The Hague",2024-05-22,male,T20,20
1428155,Scotland,Ireland,Ireland,"Sportpark Westvliet, The Hague",2024-05-23,male,T20,20
1428156,Ireland,Netherlands,Ireland,"Sportpark Westvliet, The Hague",2024-05-24,male,T20,20
1428743,Mexico,Costa Rica,Mexico,Los Reyes Polo Club,2024-04-12,male,T20,20
1428744,Mexico,Costa Rica,Mexico,Los Reyes Polo Club,2024-04-12,male,T20,20
1428745,Costa Rica,Mexico,Costa Rica,Los Reyes Polo Club,2024-04-13,male,T20,20
1428746,Mexico,Costa Rica,Mexico,Los Reyes Polo Club,2024-04-14,male,T20,20
1429008,Thailand,Ireland,Ireland,"7he Sevens Stadium, Dubai",2024-04-18,female,T20,20
1429009,Indonesia,Mongolia,Indonesia,Udayana Cricket Ground,2024-04-21,female,T20,20
1429010,Indonesia,Mongolia,Indonesia,Udayana Cricket Ground,2024-04-21,female,T20,20
1429011,Mongolia,Indonesia,Indonesia,Udayana Cricket Ground,2024-04-22,female,T20,20
1429012,Indonesia,Mongolia,Indonesia,Udayana Cricket Ground,2024-04-22,female,T20,20
1429013,Indonesia,Mongolia,Indonesia,Udayana Cricket Ground,2024-04-24,female,T20,20
1429014,Mongolia,Indonesia,Indonesia,Udayana Cricket Ground,2024-04-24,female,T20,20
1429393,India,Bangladesh,India,Sylhet International Cricket Stadium,2024-04-28,female,T20,20
1429394,Bangladesh,India,India,Sylhet International Cricket Stadium,2024-04-30,female,T20,20
1429395,Bangladesh,India,India,Sylhet International Cricket Stadium,2024-05-02,female,T20,20
1429396,India,Bangladesh,India,Sylhet International Cricket Stadium,2024-05-06,female,T20,20
1429397,India,Bangladesh,India,Sylhet International Cricket Stadium,2024-05-09,female,T20,20
1429622,Botswana,Lesotho,Botswana,"Botswana Cricket Association Oval 1, Gaborone",2024-04-22,female,T20,20
1429623,Mozambique,Rwanda,Rwanda,"Botswana Cricket Association Oval 2, Gaborone",2024-04-22,female,T20,20
1429624,Lesotho,Rwanda,Rwanda,"Botswana Cricket Association Oval 1, Gaborone",2024-04-22,female,T20,20
1429625,Mozambique,Botswana,Botswana,"Botswana Cricket Association Oval 2, Gaborone",2024-04-22,female,T20,20
1429626,Botswana,Rwanda,Rwanda,"Botswana Cricket Association Oval 1, Gaborone",2024-04-23,female,T20,20
1429627,Mozambique,Lesotho,Mozambique,"Botswana Cricket Association Oval 2, Gaborone",2024-04-23,female,T20,20
1429628,Mozambique,Botswana,Botswana,"Botswana Cricket Association Oval 1, Gaborone",2024-04-23,female,T20,20
1429630,Mozambique,Rwanda,Rwanda,"Botswana Cricket Association Oval 1, Gaborone",2024-04-25,female,T20,20
1429631,Botswana,Lesotho,Botswana,"Botswana Cricket Association Oval 2, Gaborone",2024-04-25,female,T20,20
1429632,Botswana,Rwanda,Rwanda,"Botswana Cricket Association Oval 1, Gaborone",2024-04-25,female,T20,20
1429634,Mozambique,Lesotho,Mozambique,"Botswana Cricket Association Oval 1, Gaborone",2024-04-26,female,T20,20
1429635,Botswana,Rwanda,Rwanda,"Botswana Cricket Association Oval 1, Gaborone",2024-04-26,female,T20,20
1430812,Ireland,Sri Lanka,Sri Lanka,"Pembroke Cricket Club, Sandymount, Dublin",2024-08-11,female,T20,20
1430813,Ireland,Sri Lanka,Ireland,"Pembroke Cricket Club, Sandymount, Dublin",2024-08-13,female,T20,20
1430820,England,Ireland,England,"Castle Avenue, Dublin",2024-09-14,female,T20,50
1430821,England,Ireland,Ireland,"Castle Avenue, Dublin",2024-09-15,female,T20,50
1431086,Ireland,South Africa,South Africa,"Zayed Cricket Stadium, Abu Dhabi",2024-09-27,male,T20,20
1431087,Ireland,South Africa,Ireland,"Zayed Cricket Stadium, Abu Dhabi",2024-09-29,male,T20,20
1431120,Japan,Mongolia,Japan,Sano International Cricket Ground,2024-05-07,male,T20,20
1431121,Japan,Mongolia,Japan,Sano International Cricket Ground,2024-05-08,male,T20,20
1431122,Japan,Mongolia,,Sano International Cricket Ground,2024-05-08,male,T20,20
1431123,Mongolia,Japan,Japan,Sano International Cricket Ground,2024-05-09,male,T20,20
1431124,Japan,Mongolia,Japan,Sano International Cricket Ground,2024-05-11,male,T20,20
1431125,Japan,Mongolia,Japan,Sano International Cricket Ground,2024-05-11,male,T20,20
1431126,Japan,Mongolia,Japan,Sano International Cricket Ground,2024-05-12,male,T20,20
1431607,Thailand,Indonesia,Thailand,Udayana Cricket Ground,2024-05-01,male,T20,20
1431608,Thailand,Indonesia,Indonesia,Udayana Cricket Ground,2024-05-02,male,T20,20
1431609,Indonesia,Thailand,Indonesia,Udayana Cricket Ground,2024-05-04,male,T20,20
1431610,Thailand,Indonesia,Thailand,Udayana Cricket Ground,2024-05-05,male,T20,20
1431611,Indonesia,Thailand,Thailand,Udayana Cricket Ground,2024-05-06,male,T20,20
1432194,France,Malta,France,Dreux Sport Cricket Club,2024-05-09,male,T20,20
1432195,France,Malta,France,Dreux Sport Cricket Club,2024-05-09,male,T20,20
1432196,Belgium,France,,Dreux Sport Cricket Club,2024-05-10,male,T20,20
1432197,Belgium,Malta,Belgium,Dreux Sport Cricket Club,2024-05-10,male,T20,20
1432198,Malta,Belgium,Belgium,Dreux Sport Cricket Club,2024-05-11,male,T20,20
1432199,Belgium,France,France,Dreux Sport Cricket Club,2024-05-11,male,T20,20
1432200,France,Belgium,Belgium,Dreux Sport Cricket Club,2024-05-12,male,T20,20
1432211,South Africa,Pakistan,South Africa,"Kingsmead, Durban",2024-12-10,male,T20,20
1432212,Pakistan,South Africa,South Africa,"SuperSport Park, Centurion",2024-12-13,male,T20,20
1432225,South Africa,England,England,"Buffalo Park, East London",2024-11-24,female,T20,20
1432226,England,South Africa,England,"Willowmoore Park, Benoni",2024-11-27,female,T20,20
1432227,South Africa,England,England,"SuperSport Park, Centurion",2024-11-30,female,T20,20
1432422,Bangladesh,Scotland,Bangladesh,Sharjah Cricket Stadium,2024-10-03,female,T20,20
1432423,Pakistan,Sri Lanka,Pakistan,Sharjah Cricket Stadium,2024-10-03,female,T20,20
1432424,West Indies,South Africa,South Africa,Dubai International Cricket Stadium,2024-10-04,female,T20,20
1432425,New Zealand,India,New Zealand,Dubai International Cricket Stadium,2024-10-04,female,T20,20
1432426,Sri Lanka,Australia,Australia,Sharjah Cricket Stadium,2024-10-05,female,T20,20
1432427,England,Bangladesh,England,Sharjah Cricket Stadium,2024-10-05,female,T20,20
1432428,Pakistan,India,India,Dubai International Cricket Stadium,2024-10-06,female,T20,20
1432429,Scotland,West Indies,West Indies,Dubai International Cricket Stadium,2024-10-06,female,T20,20
1432430,South Africa,England,England,Sharjah Cricket Stadium,2024-10-07,female,T20,20
1432431,Australia,New Zealand,Australia,Sharjah Cricket Stadium,2024-10-08,female,T20,20
1432432,South Africa,Scotland,South Africa,Dubai International Cricket Stadium,2024-10-09,female,T20,20
1432433,India,Sri Lanka,India,Dubai International Cricket Stadium,2024-10-09,female,T20,20
1432434,Bangladesh,West Indies,West Indies,Sharjah Cricket Stadium,2024-10-10,female,T20,20
1432435,Pakistan,Australia,Australia,Dubai International Cricket Stadium,2024-10-11,female,T20,20
1432436,Sri Lanka,New Zealand,New Zealand,Sharjah Cricket Stadium,2024-10-12,female,T20,20
1432437,Bangladesh,South Africa,South Africa,Dubai International Cricket Stadium,2024-10-12,female,T20,20
1432438,Scotland,England,England,Sharjah Cricket Stadium,2024-10-13,female,T20,20
1432439,Australia,India,Australia,Sharjah Cricket Stadium,2024-10-13,female,T20,20
1432440,New Zealand,Pakistan,New Zealand,Dubai International Cricket Stadium,2024-10-14,female,T20,20
1432441,England,West Indies,West Indies,Dubai International Cricket Stadium,2024-10-15,female,T20,20
1432442,Australia,South Africa,South Africa,Dubai International Cricket Stadium,2024-10-17,female,T20,20
1432443,New Zealand,West Indies,New Zealand,Sharjah Cricket Stadium,2024-10-18,female,T20,20
1432444,New Zealand,South Africa,New Zealand,Dubai International Cricket Stadium,2024-10-20,female,T20,20
1433362,West Indies,South Africa,West Indies,"Sabina Park, Kingston, Jamaica",2024-05-23,male,T20,20
1433363,West Indies,South Africa,West Indies,"Sabina Park, Kingston, Jamaica",2024-05-25,male,T20,20
1433364,South Africa,West Indies,West Indies,"Sabina Park, Kingston, Jamaica",2024-05-26,male,T20,20
1433367,South Africa,West Indies,West Indies,"Brian Lara Stadium, Tarouba, Trinidad",2024-08-23,male,T20,20
1433368,West Indies,South Africa,West Indies,"Brian Lara Stadium, Tarouba, Trinidad",2024-08-25,male,T20,20
1433369,South Africa,West Indies,West Indies,"Brian Lara Stadium, Tarouba, Trinidad",2024-08-27,male,T20,20
1433373,West Indies,England,England,"Kensington Oval, Bridgetown, Barbados",2024-11-09,male,T20,20
1433374,West Indies,England,England,"Kensington Oval, Bridgetown, Barbados",2024-11-10,male,T20,20
1433375,West Indies,England,England,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2024-11-14,male,T20,20
1433376,England,West Indies,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2024-11-16,male,T20,20
1433377,West Indies,England,,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2024-11-17,male,T20,20
1433383,Bangladesh,West Indies,Bangladesh,"Arnos Vale Ground, Kingstown, St Vincent",2024-12-15,male,T20,20
1433384,Bangladesh,West Indies,Bangladesh,"Arnos Vale Ground, Kingstown, St Vincent",2024-12-17,male,T20,20
1433385,Bangladesh,West Indies,Bangladesh,"Arnos Vale Ground, Kingstown, St Vincent",2024-12-19,male,T20,20
1433772,Netherlands,Italy,Netherlands,"Sportpark Harga, Schiedam",2024-05-28,female,T20,20
1433775,Italy,Netherlands,Netherlands,"Sportpark Harga, Schiedam",2024-05-30,female,T20,20
1434155,Bulgaria,Gibraltar,Gibraltar,"Moara Vlasiei Cricket Ground, Ilfov County",2024-05-24,male,T20,20
1434157,Bulgaria,Romania,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",2024-05-24,male,T20,20
1434160,Romania,Gibraltar,Gibraltar,"Moara Vlasiei Cricket Ground, Ilfov County",2024-05-25,male,T20,20
1434161,Romania,Bulgaria,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",2024-05-26,male,T20,20
1434291,South Africa,India,South Africa,"MA Chidambaram Stadium, Chepauk, Chennai",2024-07-05,female,T20,20
1434292,South Africa,India,,"MA Chidambaram Stadium, Chepauk, Chennai",2024-07-07,female,T20,20
1434293,South Africa,India,India,"MA Chidambaram Stadium, Chepauk, Chennai",2024-07-09,female,T20,20
1435618,Rwanda,Cameroon,Rwanda,"Gahanga International Cricket Stadium, Rwanda",2024-05-30,female,T20,20
1435620,Uganda,Botswana,Uganda,"Gahanga International Cricket Stadium, Rwanda",2024-05-30,female,T20,20
1435621,Kenya,Nigeria,Kenya,"Gahanga B Ground, Rwanda",2024-06-02,female,T20,20
1435623,Uganda,Nigeria,Uganda,"Gahanga B Ground, Rwanda",2024-05-31,female,T20,20
1435624,Botswana,Cameroon,Botswana,"Gahanga International Cricket Stadium, Rwanda",2024-05-31,female,T20,20
1435625,Malawi,Rwanda,Rwanda,"Gahanga B Ground, Rwanda",2024-05-31,female,T20,20
1435626,Rwanda,Botswana,Rwanda,"Gahanga International Cricket Stadium, Rwanda",2024-06-01,female,T20,20
1435627,Kenya,Malawi,Kenya,"Gahanga B Ground, Rwanda",2024-06-01,female,T20,20
1435628,Cameroon,Nigeria,Nigeria,"Gahanga International Cricket Stadium, Rwanda",2024-06-01,female,T20,20
1435630,Uganda,Malawi,Uganda,"Gahanga International Cricket Stadium, Rwanda",2024-06-03,female,T20,20
1435632,Botswana,Nigeria,Nigeria,"Gahanga International Cricket Stadium, Rwanda",2024-06-03,female,T20,20
1435633,Rwanda,Kenya,Rwanda,"Gahanga B Ground, Rwanda",2024-06-03,female,T20,20
1435634,Nigeria,Rwanda,Nigeria,"Gahanga International Cricket Stadium, Rwanda",2024-06-04,female,T20,20
1435635,Kenya,Uganda,Uganda,"Gahanga B Ground, Rwanda",2024-06-04,female,T20,20
1435637,Cameroon,Malawi,Malawi,"Gahanga B Ground, Rwanda",2024-06-04,female,T20,20
1435638,Cameroon,Kenya,Kenya,"Gahanga International Cricket Stadium, Rwanda",2024-06-05,female,T20,20
1435639,Botswana,Malawi,Botswana,"Gahanga B Ground, Rwanda",2024-06-05,female,T20,20
1435640,Uganda,Rwanda,Uganda,"Gahanga International Cricket Stadium, Rwanda",2024-06-05,female,T20,20
1435643,Uganda,Cameroon,Uganda,Gahanga International Cricket Stadium. Rwanda,2024-06-07,female,T20,20
1435644,Nigeria,Malawi,Nigeria,"Gahanga B Ground, Rwanda",2024-06-07,female,T20,20
1435645,Kenya,Botswana,Kenya,"Gahanga B Ground, Rwanda",2024-06-07,female,T20,20
1435646,Cameroon,Malawi,Malawi,"Gahanga B Ground, Rwanda",2024-06-08,female,T20,20
1435647,Kenya,Botswana,Kenya,"Gahanga International Cricket Stadium, Rwanda",2024-06-08,female,T20,20
1435648,Nigeria,Rwanda,Rwanda,"Gahanga B Ground, Rwanda",2024-06-08,female,T20,20
1436471,Italy,Luxembourg,Italy,Roma Cricket Ground,2024-06-09,male,T20,20
1436472,Portugal,Hungary,Portugal,"Simar Cricket Ground, Rome",2024-06-09,male,T20,20
1436473,France,Isle of Man,France,Roma Cricket Ground,2024-06-09,male,T20,20
1436474,Austria,Romania,Romania,"Simar Cricket Ground, Rome",2024-06-09,male,T20,20
1436475,Israel,Austria,Austria,Roma Cricket Ground,2024-06-10,male,T20,20
1436476,Isle of Man,Turkey,Isle of Man,"Simar Cricket Ground, Rome",2024-06-10,male,T20,20
1436477,Portugal,Romania,Romania,Roma Cricket Ground,2024-06-10,male,T20,20
1436478,France,Italy,Italy,"Simar Cricket Ground, Rome",2024-06-10,male,T20,20
1436479,Isle of Man,Italy,Italy,Roma Cricket Ground,2024-06-12,male,T20,20
1436480,Portugal,Austria,Austria,"Simar Cricket Ground, Rome",2024-06-12,male,T20,20
1436481,Luxembourg,Turkey,Luxembourg,Roma Cricket Ground,2024-06-12,male,T20,20
1436482,Israel,Hungary,Hungary,"Simar Cricket Ground, Rome",2024-06-12,male,T20,20
1436483,Hungary,Romania,Romania,Roma Cricket Ground,2024-06-13,male,T20,20
1436484,France,Luxembourg,France,"Simar Cricket Ground, Rome",2024-06-13,male,T20,20
1436485,Portugal,Israel,Israel,Roma Cricket Ground,2024-06-13,male,T20,20
1436486,Turkey,Italy,Italy,"Simar Cricket Ground, Rome",2024-06-13,male,T20,20
1436487,Isle of Man,Luxembourg,Isle of Man,Roma Cricket Ground,2024-06-15,male,T20,20
1436488,Austria,Hungary,Austria,"Simar Cricket Ground, Rome",2024-06-15,male,T20,20
1436489,France,Turkey,France,Roma Cricket Ground,2024-06-15,male,T20,20
1436490,Romania,Israel,Romania,"Simar Cricket Ground, Rome",2024-06-15,male,T20,20
1436491,Luxembourg,Israel,Israel,Roma Cricket Ground,2024-06-16,male,T20,20
1436492,France,Austria,Austria,"Simar Cricket Ground, Rome",2024-06-16,male,T20,20
1436493,Portugal,Isle of Man,Portugal,Roma Cricket Ground,2024-06-16,male,T20,20
1436494,Italy,Romania,Italy,"Simar Cricket Ground, Rome",2024-06-16,male,T20,20
1436889,West Indies,Sri Lanka,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024-06-24,female,T20,20
1436890,Sri Lanka,West Indies,West Indies,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024-06-26,female,T20,20
1436891,Sri Lanka,West Indies,West Indies,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024-06-28,female,T20,20
1438073,Denmark,Jersey,Jersey,"Svanholm Park, Brondby",2024-06-16,male,T20,20
1438074,Jersey,Denmark,Jersey,"Svanholm Park, Brondby",2024-06-16,male,T20,20
1438075,Cyprus,Estonia,Estonia,Happy Valley Ground,2024-06-17,male,T20,20
1438076,Cyprus,Estonia,Estonia,Happy Valley Ground,2024-06-17,male,T20,20
1438077,Cyprus,Estonia,Cyprus,Happy Valley Ground,2024-06-18,male,T20,20
1438078,Estonia,Cyprus,Estonia,Happy Valley Ground,2024-06-18,male,T20,20
1438079,Estonia,Cyprus,Cyprus,Happy Valley Ground,2024-06-19,male,T20,20
1438080,Estonia,Cyprus,Estonia,Happy Valley Ground,2024-06-19,male,T20,20
1438090,Gibraltar,Czech Republic,Gibraltar,"Scott Page Field, Vinor",2024-06-14,female,T20,20
1438091,Croatia,Czech Republic,Croatia,"Scott Page Field, Vinor",2024-06-14,female,T20,20
1438092,Croatia,Gibraltar,Croatia,"Scott Page Field, Vinor",2024-06-15,female,T20,20
1438093,Czech Republic,Croatia,Croatia,"Scott Page Field, Vinor",2024-06-15,female,T20,20
1438094,Croatia,Gibraltar,Gibraltar,"Scott Page Field, Vinor",2024-06-16,female,T20,20
1438095,Gibraltar,Czech Republic,Gibraltar,"Scott Page Field, Vinor",2024-06-16,female,T20,20
1438097,Estonia,Cyprus,Cyprus,Happy Valley Ground,2024-06-17,female,T20,20
1438099,Cyprus,Estonia,Cyprus,Happy Valley Ground,2024-06-18,female,T20,20
1438101,Cyprus,Estonia,Cyprus,Happy Valley Ground,2024-06-19,female,T20,20
