match_id,team1,team2,winner,venue,date,gender,match_type,overs
1275074,Norway,Sweden,Sweden,Guttsta Wicked Cricket Club,2021-08-29,female,T20,20
1275104,Mozambique,Rwanda,Rwanda,"Botswana Cricket Association Oval 1, Gaborone",2021-09-09,female,T20,20
1275106,Botswana,Eswatini,Botswana,"Botswana Cricket Association Oval 1, Gaborone",2021-09-09,female,T20,20
1275107,Sierra Leone,Nigeria,Nigeria,"Botswana Cricket Association Oval 2, Gaborone",2021-09-09,female,T20,20
1275108,Tanzania,Zimbabwe,Zimbabwe,"Botswana Cricket Association Oval 1, Gaborone",2021-09-10,female,T20,20
1275110,Botswana,Mozambique,Botswana,"Botswana Cricket Association Oval 1, Gaborone",2021-09-10,female,T20,20
1275111,Namibia,Nigeria,Namibia,"Botswana Cricket Association Oval 2, Gaborone",2021-09-10,female,T20,20
1275112,Eswatini,Zimbabwe,Zimbabwe,"Botswana Cricket Association Oval 1, Gaborone",2021-09-11,female,T20,20
1275113,Cameroon,Sierra Leone,Sierra Leone,"Botswana Cricket Association Oval 2, Gaborone",2021-09-15,female,T20,20
1275114,Tanzania,Mozambique,Tanzania,"Botswana Cricket Association Oval 1, Gaborone",2021-09-11,female,T20,20
1275115,Uganda,Nigeria,Uganda,"Botswana Cricket Association Oval 2, Gaborone",2021-09-11,female,T20,20
1275116,Rwanda,Eswatini,Rwanda,"Botswana Cricket Association Oval 1, Gaborone",2021-09-12,female,T20,20
1275118,Tanzania,Rwanda,Tanzania,"Botswana Cricket Association Oval 1, Gaborone",2021-09-13,female,T20,20
1275122,Tanzania,Eswatini,Tanzania,"Botswana Cricket Association Oval 1, Gaborone",2021-09-14,female,T20,20
1275125,Sierra Leone,Uganda,Uganda,"Botswana Cricket Association Oval 2, Gaborone",2021-09-14,female,T20,20
1275126,Mozambique,Eswatini,Mozambique,"Botswana Cricket Association Oval 1, Gaborone",2021-09-16,female,T20,20
1275127,Zimbabwe,Rwanda,Zimbabwe,"Botswana Cricket Association Oval 2, Gaborone",2021-09-16,female,T20,20
1275128,Botswana,Tanzania,Tanzania,"Botswana Cricket Association Oval 1, Gaborone",2021-09-16,female,T20,20
1275129,Zimbabwe,Uganda,Zimbabwe,"Botswana Cricket Association Oval 1, Gaborone",2021-09-17,female,T20,20
1275131,Uganda,Tanzania,Tanzania,"Botswana Cricket Association Oval 1, Gaborone",2021-09-19,female,T20,20
1275132,Zimbabwe,Namibia,Zimbabwe,"Botswana Cricket Association Oval 1, Gaborone",2021-09-19,female,T20,20
1275268,Romania,Czech Republic,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",2021-09-03,male,T20,20
1275269,Luxembourg,Bulgaria,Luxembourg,"Moara Vlasiei Cricket Ground, Ilfov County",2021-09-02,male,T20,20
1275270,Hungary,Czech Republic,Hungary,"Moara Vlasiei Cricket Ground, Ilfov County",2021-09-02,male,T20,20
1275271,Bulgaria,Malta,Malta,"Moara Vlasiei Cricket Ground, Ilfov County",2021-09-03,male,T20,20
1275272,Romania,Hungary,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",2021-09-03,male,T20,20
1275274,Luxembourg,Hungary,Luxembourg,"Moara Vlasiei Cricket Ground, Ilfov County",2021-09-04,male,T20,20
1275275,Romania,Malta,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",2021-09-04,male,T20,20
1275276,Malta,Hungary,Hungary,"Moara Vlasiei Cricket Ground, Ilfov County",2021-09-05,male,T20,20
1275277,Romania,Luxembourg,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",2021-09-05,male,T20,20
1276904,India,England,India,"The Rose Bowl, Southampton",2022-07-07,male,T20,20
1276905,India,England,India,"Edgbaston, Birmingham",2022-07-09,male,T20,20
1276906,England,India,England,"Trent Bridge, Nottingham",2022-07-10,male,T20,20
1276913,England,South Africa,England,"County Ground, Bristol",2022-07-27,male,T20,20
1276914,South Africa,England,South Africa,"Sophia Gardens, Cardiff",2022-07-28,male,T20,20
1276915,South Africa,England,South Africa,"The Rose Bowl, Southampton",2022-07-31,male,T20,20
1277974,Bangladesh,Pakistan,Pakistan,"Shere Bangla National Stadium, Mirpur",2021-11-19,male,T20,20
1277975,Bangladesh,Pakistan,Pakistan,"Shere Bangla National Stadium, Mirpur",2021-11-20,male,T20,20
1277976,Bangladesh,Pakistan,Pakistan,"Shere Bangla National Stadium, Mirpur",2021-11-22,male,T20,20
1278671,New Zealand,India,India,"Sawai Mansingh Stadium, Jaipur",2021-11-17,male,T20,20
1278672,New Zealand,India,India,"JSCA International Stadium Complex, Ranchi",2021-11-19,male,T20,20
