match_id,team1,team2,winner,venue,date,gender,match_type,overs,team,team_score,opponent,won_toss,batting_first
1235830,Romania,Bulgaria,Romania,Moara Vlasiei Cricket Ground,2020-10-17,male,T20,20,Romania,136,Bulgaria,1,0
1235832,Bulgaria,Romania,Romania,Moara Vlasiei Cricket Ground,2020-10-18,male,T20,20,Bulgaria,52,Romania,0,1
1235832,Bulgaria,Romania,Romania,Moara Vlasiei Cricket Ground,2020-10-18,male,T20,20,Romania,55,Bulgaria,1,0
1237122,South Africa,England,England,Newlands,2020-11-27,male,T20,20,England,168,South Africa,1,1
1237122,South Africa,England,England,Newlands,2020-11-27,male,T20,20,South Africa,169,England,0,0
1237123,South Africa,England,England,Boland Park,2020-11-29,male,T20,20,England,140,South Africa,1,1
1237123,South Africa,England,England,Boland Park,2020-11-29,male,T20,20,South Africa,136,England,0,0
1237124,South Africa,England,England,Newlands,2020-12-01,male,T20,20,England,182,South Africa,1,1
1237124,South Africa,England,England,Newlands,2020-12-01,male,T20,20,South Africa,188,England,0,0
1239540,Pakistan,England,Pakistan,"Trent Bridge, Nottingham",2021-07-16,male,T20,20,England,191,Pakistan,0,1
1239540,Pakistan,England,Pakistan,"Trent Bridge, Nottingham",2021-07-16,male,T20,20,Pakistan,225,England,1,0
1239541,England,Pakistan,England,"Headingley, Leeds",2021-07-18,male,T20,20,England,190,Pakistan,1,1
1239541,England,Pakistan,England,"Headingley, Leeds",2021-07-18,male,T20,20,Pakistan,151,England,0,0
1239542,Pakistan,England,England,"Old Trafford, Manchester",2021-07-20,male,T20,20,England,153,Pakistan,1,1
1239542,Pakistan,England,England,"Old Trafford, Manchester",2021-07-20,male,T20,20,Pakistan,145,England,0,0
1243019,Pakistan,South Africa,Pakistan,Gaddafi Stadium,2021-02-11,male,T20,20,Pakistan,163,South Africa,1,1
1243019,Pakistan,South Africa,Pakistan,Gaddafi Stadium,2021-02-11,male,T20,20,South Africa,164,Pakistan,0,0
1243020,Pakistan,South Africa,South Africa,Gaddafi Stadium,2021-02-13,male,T20,20,Pakistan,138,South Africa,0,1
1243020,Pakistan,South Africa,South Africa,Gaddafi Stadium,2021-02-13,male,T20,20,South Africa,137,Pakistan,1,0
1243021,South Africa,Pakistan,Pakistan,Gaddafi Stadium,2021-02-14,male,T20,20,Pakistan,161,South Africa,1,1
1243021,South Africa,Pakistan,Pakistan,Gaddafi Stadium,2021-02-14,male,T20,20,South Africa,158,Pakistan,0,0
1243388,India,England,England,Narendra Modi Stadium,2021-03-12,male,T20,20,England,127,India,1,1
1243388,India,England,England,Narendra Modi Stadium,2021-03-12,male,T20,20,India,122,England,0,0
1243389,England,India,India,Narendra Modi Stadium,2021-03-14,male,T20,20,England,148,India,0,1
1243389,England,India,India,Narendra Modi Stadium,2021-03-14,male,T20,20,India,163,England,1,0
1243390,India,England,England,Narendra Modi Stadium,2021-03-16,male,T20,20,England,150,India,1,1
1243390,India,England,England,Narendra Modi Stadium,2021-03-16,male,T20,20,India,147,England,0,0
1243391,India,England,India,Narendra Modi Stadium,2021-03-18,male,T20,20,England,171,India,0,1
1243391,India,England,India,Narendra Modi Stadium,2021-03-18,male,T20,20,India,176,England,1,0
1243392,India,England,India,Narendra Modi Stadium,2021-03-20,male,T20,20,England,168,India,0,1
1243392,India,England,India,Narendra Modi Stadium,2021-03-20,male,T20,20,India,215,England,1,0
1244846,Pakistan,South Africa,South Africa,Kingsmead,2021-01-29,female,T20,20,Pakistan,120,South Africa,0,1
1244846,Pakistan,South Africa,South Africa,Kingsmead,2021-01-29,female,T20,20,South Africa,117,Pakistan,1,0
1244847,South Africa,Pakistan,South Africa,Kingsmead,2021-01-31,female,T20,20,Pakistan,106,South Africa,0,1
1244847,South Africa,Pakistan,South Africa,Kingsmead,2021-01-31,female,T20,20,South Africa,128,Pakistan,1,0
1244848,Pakistan,South Africa,Pakistan,Kingsmead,2021-02-03,female,T20,20,Pakistan,124,South Africa,1,1
1244848,Pakistan,South Africa,Pakistan,Kingsmead,2021-02-03,female,T20,20,South Africa,60,Pakistan,0,0
1249206,Sri Lanka,England,England,"Sophia Gardens, Cardiff",2021-06-23,male,T20,20,England,124,Sri Lanka,1,1
1249206,Sri Lanka,England,England,"Sophia Gardens, Cardiff",2021-06-23,male,T20,20,Sri Lanka,122,England,0,0
1249207,Sri Lanka,England,England,"Sophia Gardens, Cardiff",2021-06-24,male,T20,20,England,101,Sri Lanka,1,1
1249207,Sri Lanka,England,England,"Sophia Gardens, Cardiff",2021-06-24,male,T20,20,Sri Lanka,104,England,0,0
1249208,England,Sri Lanka,England,"The Rose Bowl, Southampton",2021-06-26,male,T20,20,England,168,Sri Lanka,1,1
1249208,England,Sri Lanka,England,"The Rose Bowl, Southampton",2021-06-26,male,T20,20,Sri Lanka,75,England,0,0
1249235,New Zealand,England,England,Westpac Stadium,2021-03-03,female,T20,20,England,96,New Zealand,1,1
1249235,New Zealand,England,England,Westpac Stadium,2021-03-03,female,T20,20,New Zealand,88,England,0,0
1249236,New Zealand,England,England,Westpac Stadium,2021-03-05,female,T20,20,England,118,New Zealand,1,1
1249236,New Zealand,England,England,Westpac Stadium,2021-03-05,female,T20,20,New Zealand,119,England,0,0
1249237,England,New Zealand,England,Sky Stadium,2021-03-07,female,T20,20,England,119,New Zealand,1,1
1249237,England,New Zealand,England,Sky Stadium,2021-03-07,female,T20,20,New Zealand,89,England,0,0
1249238,New Zealand,Australia,Australia,Seddon Park,2021-03-28,female,T20,20,Australia,129,New Zealand,1,1
1249238,New Zealand,Australia,Australia,Seddon Park,2021-03-28,female,T20,20,New Zealand,121,Australia,0,0
1249239,Australia,New Zealand,New Zealand,McLean Park,2021-03-30,female,T20,20,Australia,126,New Zealand,0,1
1249239,Australia,New Zealand,New Zealand,McLean Park,2021-03-30,female,T20,20,New Zealand,127,Australia,1,0
1249240,Australia,New Zealand,,Eden Park,2021-04-01,female,T20,20,Australia,12,New Zealand,0,1
1251575,South Africa,Pakistan,Pakistan,"The Wanderers Stadium, Johannesburg",2021-04-10,male,T20,20,Pakistan,181,South Africa,1,1
1251575,South Africa,Pakistan,Pakistan,"The Wanderers Stadium, Johannesburg",2021-04-10,male,T20,20,South Africa,187,Pakistan,0,0
1251576,Pakistan,South Africa,South Africa,"The Wanderers Stadium, Johannesburg",2021-04-12,male,T20,20,Pakistan,132,South Africa,0,1
1251576,Pakistan,South Africa,South Africa,"The Wanderers Stadium, Johannesburg",2021-04-12,male,T20,20,South Africa,139,Pakistan,1,0
1251577,South Africa,Pakistan,Pakistan,"SuperSport Park, Centurion",2021-04-14,male,T20,20,Pakistan,203,South Africa,1,1
1251577,South Africa,Pakistan,Pakistan,"SuperSport Park, Centurion",2021-04-14,male,T20,20,South Africa,200,Pakistan,0,0
1251578,South Africa,Pakistan,Pakistan,"SuperSport Park, Centurion",2021-04-16,male,T20,20,Pakistan,136,South Africa,1,1
1251578,South Africa,Pakistan,Pakistan,"SuperSport Park, Centurion",2021-04-16,male,T20,20,South Africa,132,Pakistan,0,0
1251953,South Africa,Ireland,South Africa,"The Village, Malahide, Dublin",2021-07-19,male,T20,20,Ireland,122,South Africa,0,1
1251953,South Africa,Ireland,South Africa,"The Village, Malahide, Dublin",2021-07-19,male,T20,20,South Africa,160,Ireland,1,0
1251954,South Africa,Ireland,South Africa,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,male,T20,20,Ireland,109,South Africa,0,1
1251954,South Africa,Ireland,South Africa,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,male,T20,20,South Africa,157,Ireland,1,0
1251955,South Africa,Ireland,South Africa,"Civil Service Cricket Club, Stormont, Belfast",2021-07-24,male,T20,20,Ireland,132,South Africa,0,1
1251955,South Africa,Ireland,South Africa,"Civil Service Cricket Club, Stormont, Belfast",2021-07-24,male,T20,20,South Africa,184,Ireland,1,0
1252066,Sri Lanka,West Indies,West Indies,"Coolidge Cricket Ground, Antigua",2021-03-03,male,T20,20,Sri Lanka,126,West Indies,0,1
1252066,Sri Lanka,West Indies,West Indies,"Coolidge Cricket Ground, Antigua",2021-03-03,male,T20,20,West Indies,125,Sri Lanka,1,0
1252067,Sri Lanka,West Indies,Sri Lanka,"Coolidge Cricket Ground, Antigua",2021-03-05,male,T20,20,Sri Lanka,151,West Indies,1,1
1252067,Sri Lanka,West Indies,Sri Lanka,"Coolidge Cricket Ground, Antigua",2021-03-05,male,T20,20,West Indies,114,Sri Lanka,0,0
1252068,Sri Lanka,West Indies,West Indies,"Coolidge Cricket Ground, Antigua",2021-03-07,male,T20,20,Sri Lanka,127,West Indies,0,1
1252068,Sri Lanka,West Indies,West Indies,"Coolidge Cricket Ground, Antigua",2021-03-07,male,T20,20,West Indies,125,Sri Lanka,1,0
1253272,India,South Africa,South Africa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2021-03-20,female,T20,20,India,124,South Africa,0,1
1253272,India,South Africa,South Africa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2021-03-20,female,T20,20,South Africa,126,India,1,0
1253273,India,South Africa,South Africa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2021-03-21,female,T20,20,India,152,South Africa,0,1
1253273,India,South Africa,South Africa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2021-03-21,female,T20,20,South Africa,158,India,1,0
1253274,South Africa,India,India,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2021-03-23,female,T20,20,India,112,South Africa,1,1
1253274,South Africa,India,India,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2021-03-23,female,T20,20,South Africa,110,India,0,0
1256720,England,West Indies,West Indies,"Kensington Oval, Bridgetown, Barbados",2022-01-22,male,T20,20,England,100,West Indies,0,1
1256720,England,West Indies,West Indies,"Kensington Oval, Bridgetown, Barbados",2022-01-22,male,T20,20,West Indies,99,England,1,0
1256721,England,West Indies,England,"Kensington Oval, Bridgetown, Barbados",2022-01-23,male,T20,20,England,163,West Indies,1,1
1256721,England,West Indies,England,"Kensington Oval, Bridgetown, Barbados",2022-01-23,male,T20,20,West Indies,158,England,0,0
1256722,West Indies,England,West Indies,"Kensington Oval, Bridgetown, Barbados",2022-01-26,male,T20,20,England,192,West Indies,0,1
1256722,West Indies,England,West Indies,"Kensington Oval, Bridgetown, Barbados",2022-01-26,male,T20,20,West Indies,211,England,1,0
1256723,England,West Indies,England,"Kensington Oval, Bridgetown, Barbados",2022-01-29,male,T20,20,England,182,West Indies,1,1
1256723,England,West Indies,England,"Kensington Oval, Bridgetown, Barbados",2022-01-29,male,T20,20,West Indies,150,England,0,0
1256724,West Indies,England,West Indies,"Kensington Oval, Bridgetown, Barbados",2022-01-30,male,T20,20,England,150,West Indies,0,1
1256724,West Indies,England,West Indies,"Kensington Oval, Bridgetown, Barbados",2022-01-30,male,T20,20,West Indies,168,England,1,0
1257183,Pakistan,Zimbabwe,Pakistan,Harare Sports Club,2021-04-21,male,T20,20,Pakistan,134,Zimbabwe,1,1
1257183,Pakistan,Zimbabwe,Pakistan,Harare Sports Club,2021-04-21,male,T20,20,Zimbabwe,135,Pakistan,0,0
1257184,Zimbabwe,Pakistan,Zimbabwe,Harare Sports Club,2021-04-23,male,T20,20,Pakistan,92,Zimbabwe,0,1
1257184,Zimbabwe,Pakistan,Zimbabwe,Harare Sports Club,2021-04-23,male,T20,20,Zimbabwe,111,Pakistan,1,0
1257185,Pakistan,Zimbabwe,Pakistan,Harare Sports Club,2021-04-25,male,T20,20,Pakistan,161,Zimbabwe,1,1
1257185,Pakistan,Zimbabwe,Pakistan,Harare Sports Club,2021-04-25,male,T20,20,Zimbabwe,138,Pakistan,0,0
1257404,Uganda,Namibia,Namibia,Wanderers,2021-04-03,male,T20,20,Namibia,115,Uganda,1,1
1257404,Uganda,Namibia,Namibia,Wanderers,2021-04-03,male,T20,20,Uganda,120,Namibia,0,0
1257405,Namibia,Uganda,Namibia,"Wanderers Cricket Ground, Windhoek",2021-04-05,male,T20,20,Namibia,128,Uganda,1,1
1257405,Namibia,Uganda,Namibia,"Wanderers Cricket Ground, Windhoek",2021-04-05,male,T20,20,Uganda,62,Namibia,0,0
1257406,Namibia,Uganda,Namibia,"Wanderers Cricket Ground, Windhoek",2021-04-05,male,T20,20,Namibia,180,Uganda,1,1
1257406,Namibia,Uganda,Namibia,"Wanderers Cricket Ground, Windhoek",2021-04-05,male,T20,20,Uganda,121,Namibia,0,0
1257945,Netherlands,Nepal,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",2021-04-17,male,T20,20,Nepal,129,Netherlands,1,1
1257945,Netherlands,Nepal,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",2021-04-17,male,T20,20,Netherlands,124,Nepal,0,0
1257946,Netherlands,Malaysia,Netherlands,"Tribhuvan University International Cricket Ground, Kirtipur",2021-04-18,male,T20,20,Malaysia,163,Netherlands,0,1
1257946,Netherlands,Malaysia,Netherlands,"Tribhuvan University International Cricket Ground, Kirtipur",2021-04-18,male,T20,20,Netherlands,185,Malaysia,1,0
1257947,Malaysia,Nepal,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",2021-04-19,male,T20,20,Malaysia,97,Nepal,0,1
1257947,Malaysia,Nepal,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",2021-04-19,male,T20,20,Nepal,109,Malaysia,1,0
1257948,Nepal,Netherlands,Netherlands,"Tribhuvan University International Cricket Ground, Kirtipur",2021-04-20,male,T20,20,Nepal,189,Netherlands,0,1
1257948,Nepal,Netherlands,Netherlands,"Tribhuvan University International Cricket Ground, Kirtipur",2021-04-20,male,T20,20,Netherlands,193,Nepal,1,0
1257949,Netherlands,Malaysia,,"Tribhuvan University International Cricket Ground, Kirtipur",2021-04-21,male,T20,20,Malaysia,79,Netherlands,0,1
1257949,Netherlands,Malaysia,,"Tribhuvan University International Cricket Ground, Kirtipur",2021-04-21,male,T20,20,Netherlands,102,Malaysia,0,0
1257950,Nepal,Malaysia,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",2021-04-22,male,T20,20,Malaysia,139,Nepal,0,1
1257950,Nepal,Malaysia,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",2021-04-22,male,T20,20,Nepal,206,Malaysia,1,0
1257951,Nepal,Netherlands,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",2021-04-24,male,T20,20,Nepal,224,Netherlands,1,1
1257951,Nepal,Netherlands,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",2021-04-24,male,T20,20,Netherlands,90,Nepal,0,0
1260097,England,India,England,"County Ground, Northampton",2021-07-09,female,T20,20,England,165,India,1,1
1260097,England,India,England,"County Ground, Northampton",2021-07-09,female,T20,20,India,51,England,0,0
1260098,India,England,India,"County Ground, Hove",2021-07-11,female,T20,20,England,121,India,0,1
1260098,India,England,India,"County Ground, Hove",2021-07-11,female,T20,20,India,139,England,1,0
1260099,India,England,England,"County Ground, Chelmsford",2021-07-14,female,T20,20,England,148,India,1,1
1260099,India,England,England,"County Ground, Chelmsford",2021-07-14,female,T20,20,India,146,England,0,0
1260100,England,New Zealand,England,"County Ground, Chelmsford",2021-09-01,female,T20,20,England,179,New Zealand,1,1
1260100,England,New Zealand,England,"County Ground, Chelmsford",2021-09-01,female,T20,20,New Zealand,127,England,0,0
1260101,England,New Zealand,New Zealand,"County Ground, Hove",2021-09-04,female,T20,20,England,120,New Zealand,0,1
1260101,England,New Zealand,New Zealand,"County Ground, Hove",2021-09-04,female,T20,20,New Zealand,107,England,1,0
1260102,New Zealand,England,England,"The Cooper Associates County Ground, Taunton",2021-09-09,female,T20,20,England,138,New Zealand,1,1
1260102,New Zealand,England,England,"The Cooper Associates County Ground, Taunton",2021-09-09,female,T20,20,New Zealand,136,England,0,0
1262758,India,Sri Lanka,India,"R Premadasa Stadium, Colombo",2021-07-25,male,T20,20,India,156,Sri Lanka,1,1
1262758,India,Sri Lanka,India,"R Premadasa Stadium, Colombo",2021-07-25,male,T20,20,Sri Lanka,120,India,0,0
1262759,India,Sri Lanka,Sri Lanka,"R Premadasa Stadium, Colombo",2021-07-28,male,T20,20,India,120,Sri Lanka,0,1
1262759,India,Sri Lanka,Sri Lanka,"R Premadasa Stadium, Colombo",2021-07-28,male,T20,20,Sri Lanka,127,India,1,0
1262760,India,Sri Lanka,Sri Lanka,"R Premadasa Stadium, Colombo",2021-07-29,male,T20,20,India,78,Sri Lanka,0,1
1262760,India,Sri Lanka,Sri Lanka,"R Premadasa Stadium, Colombo",2021-07-29,male,T20,20,Sri Lanka,73,India,1,0
1262917,Ireland,Scotland,Ireland,"Civil Service Cricket Club, Stormont, Belfast",2021-05-25,female,T20,20,Ireland,128,Scotland,1,1
1262917,Ireland,Scotland,Ireland,"Civil Service Cricket Club, Stormont, Belfast",2021-05-25,female,T20,20,Scotland,71,Ireland,0,0
1262918,Scotland,Ireland,Scotland,"Civil Service Cricket Club, Stormont, Belfast",2021-05-24,female,T20,20,Ireland,67,Scotland,0,1
1262918,Scotland,Ireland,Scotland,"Civil Service Cricket Club, Stormont, Belfast",2021-05-24,female,T20,20,Scotland,82,Ireland,1,0
1262919,Ireland,Scotland,Ireland,"Civil Service Cricket Club, Stormont, Belfast",2021-05-26,female,T20,20,Ireland,129,Scotland,1,1
1262919,Ireland,Scotland,Ireland,"Civil Service Cricket Club, Stormont, Belfast",2021-05-26,female,T20,20,Scotland,88,Ireland,0,0
1262920,Scotland,Ireland,Ireland,"Civil Service Cricket Club, Stormont, Belfast",2021-05-27,female,T20,20,Ireland,95,Scotland,1,1
1262920,Scotland,Ireland,Ireland,"Civil Service Cricket Club, Stormont, Belfast",2021-05-27,female,T20,20,Scotland,86,Ireland,0,0
1263151,South Africa,West Indies,West Indies,"National Cricket Stadium, St George's, Grenada",2021-06-26,male,T20,20,South Africa,154,West Indies,0,1
1263151,South Africa,West Indies,West Indies,"National Cricket Stadium, St George's, Grenada",2021-06-26,male,T20,20,West Indies,156,South Africa,1,0
1263152,South Africa,West Indies,South Africa,"National Cricket Stadium, St George's, Grenada",2021-06-27,male,T20,20,South Africa,147,West Indies,1,1
1263152,South Africa,West Indies,South Africa,"National Cricket Stadium, St George's, Grenada",2021-06-27,male,T20,20,West Indies,144,South Africa,0,0
1263153,South Africa,West Indies,South Africa,"National Cricket Stadium, St George's, Grenada",2021-06-29,male,T20,20,South Africa,151,West Indies,1,1
1263153,South Africa,West Indies,South Africa,"National Cricket Stadium, St George's, Grenada",2021-06-29,male,T20,20,West Indies,148,South Africa,0,0
1263154,West Indies,South Africa,West Indies,"National Cricket Stadium, St George's, Grenada",2021-07-01,male,T20,20,South Africa,133,West Indies,0,1
1263154,West Indies,South Africa,West Indies,"National Cricket Stadium, St George's, Grenada",2021-07-01,male,T20,20,West Indies,161,South Africa,1,0
1263155,South Africa,West Indies,South Africa,"National Cricket Stadium, St George's, Grenada",2021-07-03,male,T20,20,South Africa,158,West Indies,1,1
1263155,South Africa,West Indies,South Africa,"National Cricket Stadium, St George's, Grenada",2021-07-03,male,T20,20,West Indies,136,South Africa,0,0
1263156,West Indies,Australia,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-09,male,T20,20,Australia,122,West Indies,0,1
1263156,West Indies,Australia,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-09,male,T20,20,West Indies,134,Australia,1,0
1263157,West Indies,Australia,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-10,male,T20,20,Australia,124,West Indies,0,1
1263157,West Indies,Australia,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-10,male,T20,20,West Indies,184,Australia,1,0
1263158,Australia,West Indies,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,male,T20,20,Australia,133,West Indies,0,1
1263158,Australia,West Indies,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,male,T20,20,West Indies,132,Australia,1,0
1263159,Australia,West Indies,Australia,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-14,male,T20,20,Australia,175,West Indies,1,1
1263159,Australia,West Indies,Australia,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-14,male,T20,20,West Indies,179,Australia,0,0
1263160,West Indies,Australia,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-16,male,T20,20,Australia,167,West Indies,0,1
1263160,West Indies,Australia,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-16,male,T20,20,West Indies,184,Australia,1,0
1263164,West Indies,Pakistan,,"Kensington Oval, Bridgetown, Barbados",2021-07-28,male,T20,20,West Indies,71,Pakistan,0,1
1263165,Pakistan,West Indies,Pakistan,"Providence Stadium, Guyana",2021-07-31,male,T20,20,Pakistan,149,West Indies,1,1
1263165,Pakistan,West Indies,Pakistan,"Providence Stadium, Guyana",2021-07-31,male,T20,20,West Indies,143,Pakistan,0,0
1263166,West Indies,Pakistan,,"Providence Stadium, Guyana",2021-08-01,male,T20,20,West Indies,15,Pakistan,0,1
1263167,West Indies,Pakistan,,"Providence Stadium, Guyana",2021-08-03,male,T20,20,West Indies,29,Pakistan,0,1
1263471,Australia,Sri Lanka,Australia,Sydney Cricket Ground,2022-02-11,male,T20,20,Australia,141,Sri Lanka,1,1
1263471,Australia,Sri Lanka,Australia,Sydney Cricket Ground,2022-02-11,male,T20,20,Sri Lanka,111,Australia,0,0
1263472,Australia,Sri Lanka,,Sydney Cricket Ground,2022-02-13,male,T20,20,Australia,167,Sri Lanka,0,1
1263472,Australia,Sri Lanka,,Sydney Cricket Ground,2022-02-13,male,T20,20,Sri Lanka,158,Australia,0,0
1263473,Sri Lanka,Australia,Australia,"Manuka Oval, Canberra",2022-02-15,male,T20,20,Australia,120,Sri Lanka,1,1
1263473,Sri Lanka,Australia,Australia,"Manuka Oval, Canberra",2022-02-15,male,T20,20,Sri Lanka,112,Australia,0,0
1263474,Sri Lanka,Australia,Australia,Melbourne Cricket Ground,2022-02-18,male,T20,20,Australia,133,Sri Lanka,1,1
1263474,Sri Lanka,Australia,Australia,Melbourne Cricket Ground,2022-02-18,male,T20,20,Sri Lanka,138,Australia,0,0
1263475,Australia,Sri Lanka,Sri Lanka,Melbourne Cricket Ground,2022-02-20,male,T20,20,Australia,145,Sri Lanka,0,1
1263475,Australia,Sri Lanka,Sri Lanka,Melbourne Cricket Ground,2022-02-20,male,T20,20,Sri Lanka,147,Australia,1,0
1263572,England,Australia,Australia,Adelaide Oval,2022-01-20,female,T20,20,Australia,162,England,1,1
1263572,England,Australia,Australia,Adelaide Oval,2022-01-20,female,T20,20,England,156,Australia,0,0
1263573,England,Australia,,Adelaide Oval,2022-01-22,female,T20,20,England,20,Australia,0,1
1263621,India,Australia,,Carrara Oval,2021-10-07,female,T20,20,India,128,Australia,0,1
1263622,India,Australia,Australia,Carrara Oval,2021-10-09,female,T20,20,Australia,115,India,1,1
1263622,India,Australia,Australia,Carrara Oval,2021-10-09,female,T20,20,India,104,Australia,0,0
1263623,Australia,India,Australia,Carrara Oval,2021-10-10,female,T20,20,Australia,145,India,1,1
1263623,Australia,India,Australia,Carrara Oval,2021-10-10,female,T20,20,India,128,Australia,0,0
1263708,Luxembourg,Czech Republic,Czech Republic,"Scott Page Field, Vinor",2021-05-21,male,T20,20,Czech Republic,117,Luxembourg,1,1
1263708,Luxembourg,Czech Republic,Czech Republic,"Scott Page Field, Vinor",2021-05-21,male,T20,20,Luxembourg,115,Czech Republic,0,0
1263710,Austria,Czech Republic,Austria,"Scott Page Field, Vinor",2021-05-22,male,T20,20,Austria,143,Czech Republic,1,1
1263710,Austria,Czech Republic,Austria,"Scott Page Field, Vinor",2021-05-22,male,T20,20,Czech Republic,72,Austria,0,0
1263711,Czech Republic,Luxembourg,Luxembourg,"Scott Page Field, Vinor",2021-05-22,male,T20,20,Czech Republic,148,Luxembourg,0,1
1263711,Czech Republic,Luxembourg,Luxembourg,"Scott Page Field, Vinor",2021-05-22,male,T20,20,Luxembourg,149,Czech Republic,1,0
1263712,Austria,Luxembourg,Luxembourg,"Scott Page Field, Vinor",2021-05-23,male,T20,20,Austria,172,Luxembourg,0,1
1263712,Austria,Luxembourg,Luxembourg,"Scott Page Field, Vinor",2021-05-23,male,T20,20,Luxembourg,167,Austria,1,0
1263713,Czech Republic,Austria,Austria,"Scott Page Field, Vinor",2021-05-23,male,T20,20,Austria,152,Czech Republic,1,1
1263713,Czech Republic,Austria,Austria,"Scott Page Field, Vinor",2021-05-23,male,T20,20,Czech Republic,144,Austria,0,0
1265214,Nigeria,Namibia,Namibia,Gahanga International Cricket Stadium. Rwanda,2021-06-06,female,T20,20,Namibia,52,Nigeria,1,1
1265214,Nigeria,Namibia,Namibia,Gahanga International Cricket Stadium. Rwanda,2021-06-06,female,T20,20,Nigeria,33,Namibia,0,0
1265215,Botswana,Kenya,Kenya,Gahanga International Cricket Stadium. Rwanda,2021-06-07,female,T20,20,Botswana,61,Kenya,0,1
1265215,Botswana,Kenya,Kenya,Gahanga International Cricket Stadium. Rwanda,2021-06-07,female,T20,20,Kenya,71,Botswana,1,0
1265216,Namibia,Rwanda,Namibia,Gahanga International Cricket Stadium. Rwanda,2021-06-07,female,T20,20,Namibia,93,Rwanda,1,1
1265216,Namibia,Rwanda,Namibia,Gahanga International Cricket Stadium. Rwanda,2021-06-07,female,T20,20,Rwanda,48,Namibia,0,0
1265218,Namibia,Botswana,Namibia,Gahanga International Cricket Stadium. Rwanda,2021-06-08,female,T20,20,Botswana,74,Namibia,0,1
1265218,Namibia,Botswana,Namibia,Gahanga International Cricket Stadium. Rwanda,2021-06-08,female,T20,20,Namibia,141,Botswana,1,0
1265220,Rwanda,Nigeria,Rwanda,Gahanga International Cricket Stadium. Rwanda,2021-06-09,female,T20,20,Nigeria,84,Rwanda,0,1
1265220,Rwanda,Nigeria,Rwanda,Gahanga International Cricket Stadium. Rwanda,2021-06-09,female,T20,20,Rwanda,95,Nigeria,1,0
1265221,Kenya,Rwanda,Kenya,Gahanga International Cricket Stadium. Rwanda,2021-06-10,female,T20,20,Kenya,108,Rwanda,1,1
1265221,Kenya,Rwanda,Kenya,Gahanga International Cricket Stadium. Rwanda,2021-06-10,female,T20,20,Rwanda,103,Kenya,0,0
1265222,Botswana,Nigeria,Nigeria,Gahanga International Cricket Stadium. Rwanda,2021-06-10,female,T20,20,Botswana,89,Nigeria,0,1
1265222,Botswana,Nigeria,Nigeria,Gahanga International Cricket Stadium. Rwanda,2021-06-10,female,T20,20,Nigeria,86,Botswana,1,0
1265223,Namibia,Nigeria,Namibia,Gahanga International Cricket Stadium. Rwanda,2021-06-11,female,T20,20,Namibia,141,Nigeria,1,1
1265223,Namibia,Nigeria,Namibia,Gahanga International Cricket Stadium. Rwanda,2021-06-11,female,T20,20,Nigeria,60,Namibia,0,0
1265224,Kenya,Rwanda,Kenya,Gahanga International Cricket Stadium. Rwanda,2021-06-11,female,T20,20,Kenya,101,Rwanda,1,1
1265224,Kenya,Rwanda,Kenya,Gahanga International Cricket Stadium. Rwanda,2021-06-11,female,T20,20,Rwanda,58,Kenya,0,0
1265225,Rwanda,Nigeria,Rwanda,Gahanga International Cricket Stadium. Rwanda,2021-06-12,female,T20,20,Nigeria,89,Rwanda,0,1
1265225,Rwanda,Nigeria,Rwanda,Gahanga International Cricket Stadium. Rwanda,2021-06-12,female,T20,20,Rwanda,101,Nigeria,1,0
1265226,Namibia,Kenya,Kenya,Gahanga International Cricket Stadium. Rwanda,2021-06-12,female,T20,20,Kenya,65,Namibia,1,1
